File,Extracted_Entities,Ground_Truth_Entities,True_Positive,True_Negative,False_Positive,False_Negative,Accuracy
es-S1139-76322014000400007-1,"['methicillin', 'mg', 'amoxicillin-clavulanic acid', 'linezolid', 'meropenem']","['methicillin', 'meropenem', 'amoxicillin-clavulanic acid', 'linezolid']",4,0,1,0,0.8
es-S0365-66912004001100012-1,"['rifamycin', 'sulphadiazine', 'dexamethasone', 'sodium hyaluronate', 'mg', 'morphine hydrochloride', 'methylprednisolone', 'folinic acid', 'pyrimethamine']","['rifamycin', 'sulphadiazine', 'dexamethasone', 'sodium hyaluronate', 'morphine hydrochloride', 'methylprednisolone', 'folinic acid', 'pyrimethamine']",8,0,1,0,0.8888888888888888
es-S1134-80462009000200004-1,"['dexamethasone', 'caffeine', 'paracetamol']","['dexamethasone', 'caffeine', 'paracetamol']",3,0,0,0,1.0
es-S1139-76322015000100013-1,"['tobramycin', 'acyclovir', 'sertaconazole', 'zinc sulphate', 'griseofulvin']","['tobramycin', 'acyclovir', 'sertaconazole', 'zinc sulphate', 'griseofulvin']",5,0,0,0,1.0
es-S0365-66912007000800012-1,"['azathioprine', 'methotrexate', 'cyclosporine']","['azathioprine', 'methotrexate', 'cyclosporine']",3,0,0,0,1.0
es-S0210-48062007000500016-1,"['cloxacillin', 'mg', 'potassium', 'sodium', 'ampicillin', 'glucose', 'gentamicin', 'rifampicin', 'ceftriaxone']","['cloxacillin', 'ampicillin', 'gentamicin', 'rifampicin', 'ceftriaxone']",5,0,4,0,0.5555555555555556
es-S1130-63432016000500012-1,"['sofosbuvir', 'methadone', 'rebetol', 'interferon', 'harvoni', 'viekirax', 'mg', 'ledipasvir', 'exviera']","['sofosbuvir', 'methadone', 'rebetol', 'interferon', 'harvoni', 'viekirax', 'ledipasvir', 'exviera']",8,0,1,0,0.8888888888888888
es-S1130-63432013000300012-1,"['thalidomide', 'lanreotide', 'acenocoumarol', 'mg', 'iron']","['lanreotide', 'acenocoumarol', 'thalidomide']",3,0,2,0,0.6
es-S1130-63432015000400006-1,"['methicillin', 'physiological saline solution', 'vancomycin', 'bicarbonate', 'metronidazole', 'tolvaptan', 'saline', 'mg', 'sodium', 'acetylsalicylic acid', 'oseltamivir', 'silidosin', 'omeprazole', 'cefepime', 'desmopressin', 'meropenem', 'lorazepam']","['physiological saline solution', 'vancomycin', 'bicarbonate', 'metronidazole', 'tolvaptan', 'sodium', 'acetylsalicylic acid', 'oseltamivir', 'silidosin', 'omeprazole', 'cefepime', 'desmopressin', 'meropenem', 'lorazepam']",14,0,3,0,0.8235294117647058
es-S0211-57352015000100011-2,"['tramadol', 'amisulpi-ride', 'olanzapine', 'alcohol', 'cocaine', 'mg', 'diazepam']","['amisulpi-ride', 'olanzapine', 'tramadol', 'diazepam']",4,0,3,0,0.5714285714285714
es-S0365-66912012000500003-1,"['prednisone', 'methotrexate']","['prednisone', 'methotrexate']",2,0,0,0,1.0
es-S0376-78922011000200004-1,"['tobramycin', 'teicoplanin', 'mycophenolate', 'prograf', 'tacrolimus', 'clindamycin', 'mg', 'ciprofloxacin', 'dacortin']","['tobramycin', 'teicoplanin', 'mycophenolate', 'prograf', 'tacrolimus', 'clindamycin', 'ciprofloxacin', 'dacortin']",8,0,1,0,0.8888888888888888
es-S0365-66912011001100006-1,"['prednisone', 'bevacizumab', 'tobradex', 'alcon-cusí', 'cyclosporine']","['prednisone', 'bevacizumab', 'tobradex', 'alcon-cusí', 'cyclosporine']",5,0,0,0,1.0
es-S0365-66912003000600010-1,"['mg', 'enalapril', 'labetalol']","['enalapril', 'labetalol']",2,0,1,0,0.6666666666666666
es-S0211-57352011000100008-1,"['olanzapine', 'heparin', 'lithium']","['olanzapine', 'heparin', 'lithium']",3,0,0,0,1.0
es-S1698-69462006000100017-1,"['clarithromycin', 'chlorhexidine', 'mg', 'amoxicillin-clavulanic acid', 'pamidronate']","['chlorhexidine', 'clarithromycin', 'amoxicillin-clavulanic acid', 'pamidronate']",4,0,1,0,0.8
es-S1137-66272011000300022-1,"['metronidazole', 'vancomycin', 'cefotaxime', 'amoxicillin-clavulanic acid']","['metronidazole', 'vancomycin', 'cefotaxime', 'amoxicillin-clavulanic acid']",4,0,0,0,1.0
es-S0212-71992007000300005-1,"['acetylsalicylic acid', 'amoxicillin/clavulanic acid', 'acenocoumarol']","['acetylsalicylic acid', 'amoxicillin/clavulanic acid', 'acenocoumarol']",3,0,0,0,1.0
es-S1889-836X2015000200005-1,"['leflunomide', 'calcium', 'celecoxib', 'gabapentin', 'magnesium', 'vitamin d']","['gabapentin', 'leflunomide', 'celecoxib']",3,0,3,0,0.5
es-S0211-69952009000600023-1,"['prednisone', 'calcium', 'mg', 'calcitriol', 'k', 'p']","['prednisone', 'calcitriol']",2,0,4,0,0.3333333333333333
es-S1137-66272011000100013-3,['voriconazole'],['voriconazole'],1,0,0,0,1.0
es-S0376-78922009000100011-1,"['metronidazole', 'cefotaxime', 'amikacin', 'trimethoprim/sulfamethoxazole', 'testosterone', 'ceftazidime']","['metronidazole', 'cefotaxime', 'amikacin', 'trimethoprim/sulfamethoxazole', 'testosterone', 'ceftazidime']",6,0,0,0,1.0
